Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.84711001739942,72.67643886208242,71.6899497146884,71.91481018066406,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.03472433546915,72.52654850385467,70.78326336625187,72.48786163330078,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.49752175701711,72.75381577050801,71.9269071243437,72.14693450927734,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.84951045522199,73.60972159387123,71.84951045522199,73.30748748779297,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.28674867142341,75.05805096656148,74.03529512111521,74.8646240234375,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.09915419080262,75.59965578823589,74.5309524288927,75.03386688232422,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.35062901064134,76.66353282405201,75.23214816687168,76.63693237304688,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.57404817184627,76.7844019623262,75.47875189343146,75.60205841064453,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.4014053711113,76.28392794287467,74.84528990021097,75.27809143066406,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.82210636141797,76.33228158869747,75.45942527825108,76.22105407714844,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.47009335198214,77.06730848616459,76.16302603037396,77.06489562988281,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.69253240808335,77.1350000250309,76.40480486276103,76.5426254272461,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.02861598860008,77.36953706088629,76.7215486894379,76.81584930419922,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.86904252755714,77.26556997023165,76.3201804851689,77.18578338623047,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.43240119345582,78.17710300745777,76.772319051517,76.96333312988281,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.96860632256451,75.38206074177405,73.71614926676186,74.70022583007812,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.58274896265684,76.98511304705568,75.48361523501154,76.81344604492188,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.44791087101221,79.26998640843951,77.70562191467835,78.42131042480469,216229200,0.0,0.0
